num_samples,start_time,end_time,duration_s,mean_ram_used_mb,peak_ram_used_mb,ram_total_mb,mean_swap_used_mb,peak_swap_used_mb,mean_cpu_pct,peak_cpu_core_pct,mean_gr3d_freq_pct,peak_gr3d_freq_pct,mean_temp_c,peak_temp_c,mean_vdd_gpu_soc_w,peak_vdd_gpu_soc_w,mean_vdd_cpu_cv_w,peak_vdd_cpu_cv_w,mean_vin_sys_5v0_w,peak_vin_sys_5v0_w,mean_sum_rails_w,peak_sum_rails_w,energy_sum_rails_wh,energy_vin_sys_5v0_wh
284,2026-07-11 15:08:43,2026-07-11 15:13:27,285.0,7024.399293286219,7583.0,62841.0,981.0,981.0,46.139575971731446,100.0,0.0,0.0,64.92769894366197,71.937,2.7277394366197183,7.566,8.146672535211268,15.936,4.294584507042254,5.544,15.16899647887324,24.364,1.2008788879107983,0.3399879401408451
